Intersection Type, Street Number,Nearest street number intersection,Latitude, Longitude,roundabout flag,2012 accidents,2013 accidents,2014 accidents,2015 accidents,Total accidents
1,01515,05011,45 30.491091657,-122 39.168561637,0,1,2,5,1,9
1,01005,05053,45 32.14085078000000002,-122 36.31835639699999998,0,1,3,0,0,4
3,02259,05058,45 31.93427355,-122 36.15364590900000001,0,1,0,0,0,1
5,00917,02323,45 31.195712802,-122 35.308446219,0,1,3,1,2,7
1,01943,06121,45 33.18977517600000002,-122 32.17404356200000002,0,1,1,0,2,4
1,00113,05012,45 31.4499629799999999,-122 39.131014796,0,1,2,1,2,6
3,01110,05015,45 31.405419427,-122 39.19179572,0,1,0,1,2,4
1,00283,05004,45 31.23158028,-122 40.278252196,0,1,2,5,1,9
1,00287,05051,45 29.436545713,-122 36.37541985100000005,0,1,0,0,0,1
3,02656,05148,45 33.236778875,-122 30.3707801679999999,0,1,0,0,0,1
3,00102,00283,45 31.206407529,-122 30.436117954,0,1,0,0,0,1
1,05267,OH026,45 28.23621222,-122 23.23592135199999998,0,1,0,0,0,1
1,02205,05099,45 33.128918097,-122 33.389676281,0,1,0,0,0,1
1,01524,08803,45 29.589924728,-122 25.57219981999999995,0,1,0,0,1,2
3,00830,05089,45 32.323827688,-122 34.16189229,0,1,0,0,0,1
1,01617,02402,45 36.12937774000000001,-122 40.541244142,0,1,0,0,1,2
3,01023,02129,45 27.417010224,-122 24.5212382720000001,0,1,1,0,0,2
3,01302,02908,45 35.36045481200000005,-122 45.243322761,0,1,0,0,2,3
3,01429,05282,45 29.110678515,-122 22.21623001300000002,0,1,2,1,1,5
3,05092,06091,45 29.44413194700000005,-122 34.66101292,0,1,1,1,1,4
1,02259,05086,45 31.87821463,-122 34.300262697,0,1,2,0,1,4
1,00436,00812,45 35.473549049,-122 44.525385978,0,1,1,1,1,4
1,01943,05021,45 33.195539003,-122 38.379925366,0,1,0,0,3,4
3,01045,02402,45 34.82787811,-122 39.409931013,0,1,0,0,0,1
4,01591,05026,45 31.10566548,-122 38.208508329,0,1,0,0,0,1
3,02970,05122,45 33.221617856,-122 32.146274668,0,1,1,0,0,2
1,00458,05050,45 30.407687154,-122 36.415012809,0,1,0,0,0,1
1,00124,05028,45 31.196730342,-122 38.14193401300000001,0,1,0,2,0,3
3,01044,01427,45 28.335103728,-122 18.394435723,0,1,0,0,0,1
1,01528,05117,45 30.41638731299999996,-122 32.3415787589999999,0,1,0,1,1,3
1,01943,05095,45 33.193954808,-122 33.535380726,0,1,1,0,0,2
3,01028,05035,45 30.434074979,-122 37.41554456200000004,0,1,1,0,2,4
1,01605,02631,45 31.508885542,-122 39.5668009820000001,0,1,0,0,2,3
1,01055,05073,45 29.248745451,-122 35.16898788600000003,0,1,0,0,0,1
1,00829,05073,45 32.53551281200000005,-122 35.16369142999999998,0,1,7,2,2,12
1,01204,05003,45 30.5125352120000001,-122 40.397904945,0,1,1,0,2,4
3,01003,05257,45 31.345042615,-122 23.543320264,0,1,1,1,0,3
1,01605,05016,45 31.53293301799999995,-122 38.58065214600000004,0,1,1,1,1,4
3,01068,02402,45 31.38181756400000005,-122 39.420983856,0,1,1,0,0,2
3,00459,05092,45 28.289349858,-122 34.70590875,0,1,0,1,0,2
1,00829,05018,45 32.536531025,-122 38.501811793,0,1,0,0,0,1
1,01001,01567,45 29.534032183,-122 39.145233054,0,1,1,1,1,4
6,02210,05014,45 31.24985023,-122 39.56584577000000005,0,1,1,0,0,2
1,00486,05012,45 31.250364825,-122 39.129644513,0,1,5,5,8,19
1,01012,05037,45 32.11457234300000001,-122 37.29993406800000002,0,1,1,1,0,3
3,02656,05138,45 33.270026381,-122 31.160741776,0,1,2,0,0,3
3,00215,00732,45 26.102458179,-122 41.491075152,0,1,0,0,0,1
4,02402,01206,45 33.499143694,-122 39.411219555,0,1,0,1,0,2
1,02258,05053,45 32.373902023,-122 36.31129161,0,1,0,0,0,1
1,00261,05042,45 32.260612773,-122 37.11720119500000001,0,1,1,1,4,7
3,00458,05030,45 30.403016205,-122 38.51505121,0,1,0,0,0,1
1,02402,01814,45 31.431185124,-122 39.42068231899999994,0,1,0,0,0,1
3,00817,05066,45 28.71062708,-122 35.415578174,0,1,0,0,0,1
3,00829,02144,45 32.537531005,-122 39.507044341,0,1,0,4,0,5
3,00283,05029,45 31.223230721,-122 38.92653521,0,1,0,0,0,1
3,00467,05004,45 30.331065347,-122 40.53794017700000005,0,1,1,3,0,5
1,02210,05073,45 32.55468914299999994,-122 35.163243607,0,1,2,0,1,4
3,01920,02134,45 29.496021744,-122 40.109466029,0,1,0,0,0,1
3,00134,05001,45 31.182469919,-122 40.171851987,0,1,0,0,0,1
1,00402,08007,45 32.119187518,-122 26.28023540999999998,0,1,0,0,0,1
1,00929,01802,45 31.122860663,-122 39.38613021999999994,0,1,0,0,4,5
3,02210,05133,45 33.182410279,-122 31.320837547,0,1,2,0,0,3
1,02198,02289,45 32.241815389,-122 45.31524207300000004,0,1,0,1,0,2
3,00177,01519,45 31.53694922600000005,-122 29.501704489,0,1,0,0,0,1
3,01301,08402,45 29.471560023,-122 23.5563189820000001,0,1,0,1,0,2
3,02328,05019,45 32.147785484,-122 38.479142366,0,1,0,0,0,1
3,01574,05017,45 29.9702208599999999,-122 38.53988059899999996,0,1,0,0,0,1
1,01715,02642,45 35.26855607000000004,-122 42.55421404599999995,0,1,0,0,0,1
1,00221,02504,45 32.58291296200000005,-122 40.46662248,0,1,0,0,2,3
1,02154,05052,45 28.187575194,-122 36.35942227200000005,0,1,1,0,1,3
2,01812,05011,45 34.25538645000000002,-122 39.131807112,0,1,0,0,0,1
1,00725,05004,45 31.308575365,-122 40.28104123699999995,0,1,1,2,0,4
3,00226,05053,45 30.595896416,-122 36.318102044,0,1,0,0,0,1
1,02247,05019,45 27.48560400099999995,-122 41.503294475,0,1,0,0,2,3
1,00283,05074,45 31.222220188,-122 35.125524396,0,1,2,1,1,5
4,00922,09521,45 31.35345527000000004,-122 36.13817788199999999,0,1,0,0,1,2
3,01108,01312,45 34.5757999870000001,-122 40.5703999939999999,0,1,2,2,0,5
1,02158,05036,45 29.513081182,-122 37.34356655200000006,0,1,0,0,0,1
3,00226,05008,45 30.59414194900000005,-122 39.277421738,0,1,0,0,0,1
3,00801,01402,45 32.11551959,-122 26.11080557,0,1,0,0,0,1
3,00614,05153,45 30.15480171400000001,-122 30.214307609,0,1,1,0,0,2
3,02210,05152,45 33.59655333,-122 30.219720402,0,1,1,2,2,6
1,01055,05072,45 29.24878607199999998,-122 35.20907068,0,1,4,3,3,11
1,00614,09719,45 30.15962156699999998,-122 33.57373404099999995,0,1,1,7,6,15
1,00919,05034,45 29.36053258899999996,-122 37.472169735,0,1,0,2,1,4
3,00720,05181,45 31.280731462,-122 28.374697799,0,1,1,1,1,4
3,01817,02310,45 28.32664538,-122 21.12887835800000001,0,1,0,0,0,1
1,00171,00989,45 34.24733714,-122 32.15529644199999998,0,1,1,5,6,13
3,01028,05048,45 30.43288914,-122 36.471650082,0,1,2,0,0,3
3,01914,05044,45 29.563575088,-122 43.222971783,0,1,0,0,0,1
1,00614,05012,45 30.174742333,-122 39.133920565,0,1,6,3,2,12
3,01068,05015,45 31.377803486,-122 41.10841569,0,1,1,1,0,3
1,01590,05102,45 32.36875763,-122 33.28294390000000003,0,2,0,0,0,2
1,02610,05033,45 31.56691965100000004,-122 37.504175185,0,1,0,1,2,4
1,01057,05160,45 31.4797104470000001,-122 29.55182585700000004,0,1,0,0,0,1
1,00267,02612,45 31.14424183900000001,-122 40.44005639200000005,0,1,4,2,2,9
3,01161,09457,45 36.42683150399999995,-122 40.380629723,0,1,0,1,0,2
1,01055,05039,45 29.25062723300000002,-122 37.219455157,0,1,6,3,7,17
1,01001,05207,45 32.109004,-122 26.46894504100000006,0,1,3,1,3,8
1,02259,05108,45 31.84520556,-122 33.9610518199999998,0,1,4,5,2,12
1,02231,05012,45 30.234249956,-122 39.13359750699999998,0,1,0,0,0,1
1,00124,00929,45 31.19987385500000002,-122 39.385623412,0,1,2,2,1,6
1,00293,05013,45 28.147200247,-122 41.318463209,0,1,2,3,3,9
1,02210,05085,45 33.132246676,-122 34.32222025699999996,0,1,0,1,0,2
1,00226,05010,45 30.5938985600000001,-122 39.204390395,0,1,2,2,2,7
1,00922,05039,45 31.359905575,-122 37.21514778399999997,1,1,4,5,5,15
1,00607,05022,45 34.18724903899999997,-122 38.365596724,0,1,0,0,0,1
1,00104,00473,45 33.591788787,-122 40.164659881,0,1,0,0,2,3
6,02210,05057,45 32.320552446,-122 36.16411496300000003,0,1,8,5,2,16
3,00134,02301,45 30.23848412300000003,-122 23.68059825,0,1,0,0,0,1
3,00482,00832,45 28.187391298,-122 40.351490376,0,1,0,0,0,1
3,00547,00549,45 35.408856446,-122 43.369176908,0,1,0,0,1,2
3,01697,09335,45 30.15723669,-122 40.287896962,0,5,10,7,8,30
5,00129,00482,45 30.54486748,-122 40.31313987899999997,0,1,0,0,2,3
5,00482,00129,45 30.54486748,-122 40.31313987899999997,0,1,0,0,0,1
1,02323,05073,45 31.132657331,-122 35.170571,0,1,0,1,1,3
1,02620,05007,45 32.36647638,-122 39.309094663,0,1,2,0,3,6
3,01697,09338,45 30.14017698,-122 40.309205316,0,4,14,10,25,53
3,09338,01697,45 30.14017698,-122 40.309205316,0,1,0,0,1,2
1,00508,02310,45 27.167294842,-122 43.134752283,0,1,4,5,1,11
3,00321,09007,45 34.59200200699999996,-122 46.70572696,0,1,0,1,6,8
1,01513,05002,45 30.52806606499999994,-122 40.348347979,0,1,1,0,2,4
1,01316,01334,45 31.52770212999999995,-122 42.23960933800000003,0,1,0,0,0,1
3,00114,00526,45 33.248563176,-122 42.48850773,0,1,0,0,1,2
1,05039,01005,45 32.1675974,-122 37.223126884,0,1,0,0,0,1
1,02658,05080,45 28.46587788399999994,-122 34.537471122,0,1,2,2,1,6
3,00818,01012,45 32.113863163,-122 40.74570947,0,1,0,0,0,1
1,02104,05023,45 32.26383422000000003,-122 41.55566411200000005,0,1,1,2,0,4
1,01525,02531,45 36.106177009,-122 40.416072748,0,1,1,3,0,5
1,02309,05016,45 30.541817853,-122 38.585645101,0,1,0,0,0,1
1,01112,02130,45 35.18086212200000002,-122 45.5307417099999999,0,1,1,0,0,2
3,00329,05102,45 32.126447717,-122 33.28796769899999997,0,1,0,0,0,1
1,00922,05014,45 31.352818608,-122 41.70503423,0,1,2,1,3,7
4,02259,05117,45 31.83874692,-122 32.345372419,0,1,4,5,3,13
1,00725,05020,45 31.300796642,-122 38.437123757,0,1,3,3,6,13
3,00508,05030,45 28.30959373,-122 42.27747668800000003,0,1,2,3,1,7
3,00816,05126,45 31.307974472,-122 32.24895667,0,1,0,0,0,1
3,00614,05085,45 30.165291481,-122 34.295495623,0,1,0,1,1,3
3,00160,00162,45 31.20084688,-122 39.40289621200000006,0,1,0,0,1,2
3,00166,00169,45 30.440718181,-122 39.461007801,0,2,0,0,0,2
3,00186,05082,45 34.4448218789999999,-122 34.26630039899999996,0,0,2,0,2,4
1,01301,00000,45 29.347899919,-122 25.482199959,0,0,1,0,0,1
1,01943,05011,45 33.19728683899999996,-122 39.168255,0,0,3,3,1,7
4,00267,05148,45 32.82834079,-122 30.366791039,0,0,5,0,0,5
1,02259,05139,45 31.87700439,-122 31.15676032000000001,0,0,14,10,10,34
3,01005,05067,45 32.1128948,-122 35.39528312,0,0,2,2,0,4
1,02213,05025,45 32.493764,-122 42.10127771899999999,0,0,3,0,0,3
1,02112,05079,45 29.93153839,-122 34.5625768000000001,0,0,2,0,0,2
1,00929,01005,45 32.11215678999999998,-122 39.38305044,0,0,1,2,4,7
1,02210,05040,45 32.69354959,-122 37.190279199,0,0,2,3,1,6
1,01028,05025,45 30.43478028,-122 38.25125035999999998,0,0,1,0,2,3
1,00829,05057,45 32.536728199,-122 36.16352388,0,0,7,2,5,14
1,00913,01303,45 29.576448079,-122 40.29391744,0,0,3,1,1,5
1,00212,02317,45 28.156485639,-122 41.80293559,0,0,7,4,5,16
1,02702,05069,45 30.58202135999999996,-122 35.31950312,0,0,1,0,1,2
3,01152,01161,45 36.43459344,-122 40.35398919899999996,0,0,1,0,0,1
1,02317,00209,45 29.3261588,-122 40.545045159,0,0,1,0,0,1
3,01608,01629,45 27.10930247900000001,-122 41.217700519,0,0,1,0,0,1
4,01019,05128,45 29.018621600000000002,-122 31.55876224,0,0,3,0,2,5
1,00268,05039,45 30.437058,-122 37.21406655899999997,0,0,2,1,0,3
3,01484,01696,45 34.12039996,-122 37.15539988000000001,0,0,1,0,0,1
3,01940,05099,45 29.471004799,-122 33.41958576,0,0,7,4,4,15
1,01012,05007,45 32.11366484,-122 39.309858119,0,0,1,2,0,3
1,02620,05002,45 32.36746159,-122 39.4924360789999999,0,0,3,2,5,10
1,02322,05028,45 32.20247576000000002,-122 38.121229879,0,0,1,0,0,1
1,01311,00112,45 33.4565037589999999,-122 40.29875907899999998,0,0,1,0,0,1
5,00212,01920,45 29.501425159,-122 40.44162616,0,0,1,1,0,2
3,02229,05006,45 30.187696439,-122 41.36350519,0,0,1,0,1,2
3,00157,00299,45 31.8512499900000002,-122 43.21620748000000003,0,0,1,0,0,1
3,00410,01206,45 33.522060479,-122 41.111843599,0,0,1,0,0,1
1,01027,01074,45 35.7218527900000001,-122 43.6277583900000001,0,0,1,0,0,1
1,00904,02225,45 33.7375895900000001,-122 40.84604799,0,0,1,0,1,2
3,01061,05038,45 34.5727323999999999,-122 37.28245828000000003,0,0,1,0,0,1
3,00235,00243,45 28.18896772,-122 27.349731359,0,0,1,0,0,1
1,02324,05022,45 32.79075679,-122 41.48479495899999996,0,0,2,2,0,4
3,01311,05025,45 33.45698112,-122 38.23341452,0,0,1,0,0,1
1,00829,05049,45 32.53802023999999996,-122 36.45613584,0,0,1,1,1,3
1,00112,00801,45 33.29614319,-122 40.28133868,0,0,1,0,0,1
1,00283,05094,45 31.217022159,-122 34.05781,0,0,1,2,2,5
3,02218,05194,45 31.8893091900000002,-122 27.4766623189999999,0,0,1,0,0,1
1,01814,05021,45 31.429158639,-122 38.39966431899999996,0,0,3,1,2,6
3,00614,05107,45 30.15255467900000001,-122 33.12142728,0,0,1,1,2,4
1,05257,08028,45 31.17759244,-122 23.54372731900000005,0,0,6,1,1,8
1,01424,05085,45 29.129284159,-122 34.33118283899999994,0,0,1,0,0,1
1,00272,00433,45 35.22069644,-122 44.345989759,0,0,1,0,0,1
1,00464,05039,45 30.1209672,-122 37.2139708,0,0,1,1,0,2
1,00290,05014,45 28.25270175899999998,-122 39.6171192,0,0,1,1,1,3
3,00170,00171,45 33.5886342,-122 32.60343799,0,0,2,5,3,10
1,01068,05018,45 31.37580304,-122 41.2174964,0,0,1,1,2,4
3,00441,05008,45 37.555061079,-122 51.58380695900000006,0,0,1,0,0,1
1,00111,02639,45 33.327728519,-122 40.0459912,0,0,2,1,2,5
3,00267,02210,45 32.54765959,-122 37.225074279,0,0,1,0,0,1
1,02326,05082,45 30.013453199999999998,-122 34.43330152000000005,0,0,2,1,2,5
1,00905,05194,45 31.349097159,-122 27.476081279,0,0,5,1,0,6
1,01019,05067,45 28.58982016,-122 35.398461919,0,0,2,0,0,2
1,01528,05009,45 30.388445399,-122 39.24246216,0,0,2,0,0,2
3,01940,05086,45 29.506702399,-122 34.26584427899999998,0,0,3,3,8,14
1,01534,05025,45 31.495401519,-122 42.9552131900000001,0,0,1,0,0,1
1,00725,05078,45 31.28648559999999996,-122 35.0668508,0,0,1,0,0,1
1,00148,05001,45 30.54275363899999995,-122 40.301753559,0,0,1,0,0,1
3,01005,05068,45 32.10691159,-122 35.325761359,0,0,1,6,2,9
3,00614,05090,45 30.162293399,-122 34.13737647899999999,0,0,2,1,0,3
1,02610,05082,45 31.56658431900000004,-122 34.44424732,0,0,6,3,2,11
3,00165,02402,45 30.551561399,-122 39.425189519,0,0,1,0,0,1
1,01320,01567,45 28.481069919,-122 38.58100387899999994,0,0,1,2,1,4
1,00929,01814,45 31.43100471899999995,-122 39.38398032,0,0,3,2,3,8
3,00432,09458,45 36.4292046,-122 40.5071098,0,0,2,0,0,2
1,00486,05004,45 31.25724999899999997,-122 40.27914771899999998,0,0,1,2,3,6
3,09565,00323,45 31.50831039,-122 41.13932707999999998,0,0,1,0,0,1
1,01311,01571,45 33.4563666,-122 40.335525879,0,0,3,1,3,7
3,01028,05022,45 30.434790359,-122 38.36729312,0,0,1,1,0,2
5,00824,05058,45 29.354147719,-122 36.13195187900000002,0,0,2,1,0,3
3,01605,05069,45 31.537548159,-122 35.30757092,0,0,1,0,0,1
1,02216,05015,45 32.8703132,-122 39.17257319,0,0,1,1,3,5
1,01429,05007,45 31.393255479,-122 39.30565224,0,0,1,0,1,2
1,05042,00000,45 34.19329995899999997,-122 36.381699719,0,0,1,0,1,2
1,02259,05112,45 31.8290164,-122 32.5275751999999999,0,0,1,1,1,3
3,01301,08229,45 30.5867171999999999,-122 23.542571719,0,0,6,2,1,9
3,01018,05045,45 27.451882799,-122 36.57055068000000006,0,0,1,0,0,1
3,02271,02317,45 30.10323791900000002,-122 41.15220176,0,0,3,2,1,6
3,01005,05058,45 32.13707958999999998,-122 36.145893959,0,0,1,0,0,1
1,00212,05019,45 27.57059964,-122 41.50613036,0,0,2,4,2,8
1,01434,05036,45 29.210325559,-122 37.36066359999999996,0,0,1,0,0,1
3,01028,05014,45 30.43942608,-122 39.5921568,0,0,1,2,1,4
1,05122,01426,45 30.28174463899999996,-122 32.15602892,0,0,1,0,0,1
3,00249,00501,45 29.522201119,-122 40.14970107999999998,0,0,3,3,2,8
5,00725,05001,45 31.3105678,-122 40.17213735999999997,0,0,1,0,0,1
3,00303,05025,45 28.481091159,-122 42.9023796,0,0,1,0,1,2
3,00162,05162,45 32.18770927899999997,-122 29.44714148,0,0,1,0,0,1
1,00829,05078,45 32.53432015899999996,-122 34.5810253589999999,0,0,1,0,0,1
3,00522,02317,45 29.57186204000000004,-122 40.57236016000000006,0,0,1,1,1,3
3,01567,01610,45 29.112153919,-122 39.0239652,0,0,2,3,1,6
1,02210,05068,45 32.478525199,-122 35.358721159,0,0,3,2,3,8
3,01005,05065,45 32.12216120000000001,-122 35.48254928,0,0,1,0,0,1
1,00283,05045,45 31.23223792,-122 36.58192308,0,0,2,1,0,3
1,01507,05105,45 33.41664852,-122 33.16907723999999998,0,0,1,0,0,1
1,01304,08209,45 30.13210308,-122 25.342179759,0,0,1,0,0,1
3,00407,08217,45 30.34531092,-122 23.393231479,0,0,1,0,0,1
3,00607,05026,45 34.18748344,-122 38.2112594,0,0,1,0,0,1
3,00614,05135,45 30.1463076,-122 31.29070552000000003,0,0,7,4,4,15
4,02259,05046,45 31.9398712,-122 36.54702647999999996,0,0,1,0,1,2
1,00817,05060,45 27.44022240000000004,-122 36.78725879,0,0,4,2,3,9
3,00313,00472,45 36.45307512,-122 45.463170599,0,0,1,1,1,3
1,02301,08631,45 28.299624159,-122 26.5382409200000001,0,0,1,0,1,2
3,00212,02514,45 29.423319919,-122 40.38622756,0,0,1,0,2,3
1,00829,05091,45 32.552824159,-122 34.8591556,0,0,2,0,0,2
1,00604,00929,45 31.27688727899999996,-122 39.385116479,0,0,3,3,1,7
1,00812,02605,45 35.30339132,-122 43.42783167999999996,0,0,2,1,0,3
3,02513,08401,45 29.515989679,-122 24.182979,0,0,1,0,0,1
3,00708,05018,45 30.29321063899999995,-122 41.515628239,0,0,1,0,0,1
1,00636,00929,45 30.17589168,-122 39.383085719,0,0,2,0,0,2
1,01318,05063,45 32.487824359,-122 35.54129983900000006,0,0,1,0,0,1
1,02216,05082,45 32.84447959,-122 34.443166239,0,0,2,0,1,3
3,00303,05042,45 29.7620972,-122 43.116790959,0,0,1,3,0,4
3,00306,09493,45 29.52036008,-122 40.245091719,0,0,1,0,0,1
3,00736,01403,45 33.147621959,-122 47.458963519,0,0,1,0,0,1
1,00925,05021,45 33.22839876,-122 38.37969584000000005,0,0,1,0,0,1
1,02210,05077,45 33.1268676,-122 35.15745200000000001,0,0,1,0,1,2
3,01408,02207,45 31.56950139899999996,-122 14.575158919,0,0,1,0,0,1
1,00458,05042,45 30.40666571999999995,-122 37.9085403900000001,0,0,1,0,0,1
1,02310,05026,45 27.29132963899999996,-122 42.13137227900000001,0,0,2,0,0,2
1,02235,05056,45 32.43365192,-122 36.20117411999999998,0,0,1,0,0,1
4,01025,05055,45 31.48834156,-122 36.27066131899999995,0,0,1,0,0,1
3,01108,02273,45 33.374725799,-122 40.556651559,0,0,1,0,0,1
1,00286,01004,45 34.57738576,-122 41.413813039,0,0,1,0,0,1
1,01309,01432,45 34.3799308,-122 40.2193204,0,0,1,2,2,5
3,01432,09418,45 34.380053559,-122 40.3899694,0,0,3,2,1,6
1,09722,00614,45 30.159621479,-122 33.57373380000000004,0,0,2,0,0,2
3,00171,01990,45 33.115048439,-122 28.515845919,0,0,1,1,0,2
1,02303,05162,45 30.6323796,-122 29.487097159,0,0,1,0,1,2
3,00745,09711,45 28.28159968,-122 33.57019968000000006,0,0,1,1,0,2
3,01687,05051,45 28.29371799,-122 43.43613040000000005,0,0,2,1,0,3
3,00146,01513,45 30.50107571899999996,-122 40.24888611899999997,0,0,2,1,2,5
2,01307,05302,45 30.42449976,-122 21.8159975900000001,0,0,2,0,0,2
3,01474,09805,45 32.7849896,-122 41.30829812,0,0,2,0,0,2
1,01591,05014,45 31.19078319,-122 39.5815511900000001,0,0,1,1,1,3
3,00209,01586,45 29.354119999,-122 40.19363332,0,0,1,0,0,1
3,00614,05131,45 30.14582196,-122 31.42526992,0,0,3,2,2,7
3,00213,01817,45 28.32664359,-122 21.128878199,0,0,2,0,0,2
3,01001,05174,45 29.54150683900000004,-122 29.48140879,0,0,2,1,0,3
1,00614,05139,45 30.14729148,-122 31.15443435999999998,0,0,2,2,6,10
1,02326,05026,45 30.18880560000000002,-122 38.226833,0,0,1,1,0,2
3,00283,05097,45 31.21846252,-122 33.49021056,0,0,1,0,0,1
3,00267,05013,45 32.6148535900000001,-122 39.9037728,0,0,3,0,1,4
1,00111,05031,45 33.325168919,-122 38.17706118999999998,0,0,3,0,0,3
3,00268,05174,45 30.31178159,-122 29.47612760000000005,0,0,1,0,0,1
1,00604,05002,45 31.284242799,-122 40.2070768,0,0,1,0,1,2
1,02407,05033,45 32.16015775899999998,-122 37.50414663899999994,0,0,3,0,0,3
1,05082,02610,45 31.56658431900000004,-122 34.44424732,0,0,1,0,0,1
1,01005,05100,45 32.06383759,-122 33.39398652,0,0,3,2,3,8
1,01432,01108,45 34.37659864,-122 40.55516907999999994,0,0,1,0,0,1
5,05023,09801,45 32.129021,-122 41.55943304000000005,0,0,1,0,1,2
3,05182,08605,45 29.34771271999999996,-122 28.31961712,0,0,2,1,0,3
3,01592,07103,45 31.19681680000000001,-122 33.273155039,0,0,3,2,4,9
1,01021,05012,45 30.30946968,-122 39.13317768,0,0,1,0,0,1
4,01538,05069,45 33.88693559,-122 35.320309519,0,0,1,0,0,1
1,05122,00283,45 31.209624159,-122 32.159570599,0,0,3,0,0,3
1,02203,02301,45 31.8521932000000001,-122 23.12773183900000001,0,0,2,2,3,7
1,01028,05049,45 30.432820799,-122 36.444912479,0,0,1,4,0,5
3,01301,01520,45 26.7749528,-122 43.12325296,0,0,1,0,0,1
3,00901,01508,45 29.47214239899999995,-122 40.224258159,0,0,2,2,0,4
1,00104,00935,45 33.58945859899999995,-122 41.44095163899999996,0,0,2,1,3,6
3,01426,05122,45 30.25078068,-122 32.15598572,0,0,3,0,1,4
1,00719,00935,45 33.407066399,-122 41.42524195899999995,0,0,1,0,0,1
1,00142,05042,45 33.29760371999999997,-122 37.13447164,0,0,1,1,2,4
3,00750,01691,45 33.34780644,-122 32.218976359,0,0,1,0,0,1
1,02304,05176,45 30.17420039,-122 28.539779439,0,0,1,1,0,2
1,02155,02504,45 32.276961919,-122 40.4540043900000001,0,0,1,1,1,3
1,01502,07238,45 32.32198639,-122 25.6471335900000001,0,0,1,0,0,1
1,00614,05019,45 30.17353548,-122 38.48820091999999995,0,0,1,0,0,1
3,00922,05139,45 31.3524178,-122 31.15211379999999998,0,0,6,2,3,11
1,00614,00000,45 29.34219968,-122 34.292099799,0,0,2,0,0,2
3,00114,01311,45 33.45693287899999994,-122 34.22284299899999997,0,0,3,2,3,8
4,01303,01547,45 30.10619603900000001,-122 40.35546376,0,0,4,0,0,4
1,01007,02218,45 31.8638067900000001,-122 24.4095756,0,0,2,0,0,2
3,02210,05107,45 33.31186512,-122 33.96105959,0,0,1,2,0,3
1,00418,05015,45 28.404026679,-122 39.26540639,0,0,1,0,0,1
1,02261,05009,45 30.337308479,-122 39.242613359,0,0,1,0,0,1
3,01021,05082,45 30.30048336,-122 34.43220856,0,0,1,2,1,4
1,01538,05075,45 33.8801748,-122 35.87531719,0,0,1,0,0,1
3,02617,02638,45 34.30789731899999996,-122 42.39863735999999996,0,0,1,0,1,2
3,01566,05082,45 32.559174199,-122 34.43393944,0,0,2,2,0,4
1,02328,05043,45 32.159900359,-122 37.80753519,0,0,2,3,0,5
3,02259,05133,45 31.87204,-122 31.34167864,0,0,2,0,0,2
4,00922,05063,45 31.353141039,-122 35.5503311600000001,0,0,1,0,1,2
1,00810,01108,45 35.038551199999999997,-122 41.507948,0,0,1,0,2,3
3,01940,05064,45 29.508650719,-122 35.512795039,0,0,2,0,1,3
1,01562,05135,45 30.36704664,-122 31.292887479,0,0,2,1,2,5
1,00829,02504,45 32.537362519,-122 40.4624068,0,0,5,0,8,13
4,00421,08218,45 30.35299044,-122 25.159238919,0,0,1,0,2,3
1,01943,02210,45 33.204861959,-122 34.143523119,0,0,2,7,4,13
1,01940,09716,45 29.4997976,-122 33.521426879,0,0,5,5,6,16
3,00710,05092,45 28.5600225989999999,-122 34.6975263900000001,0,0,4,2,0,6
1,00402,07257,45 32.26785896,-122 23.26041128,0,0,2,5,3,10
1,09716,00614,45 30.15745211900000001,-122 33.47661912,0,0,1,0,1,2
3,09007,00320,45 34.597548999,-122 46.76080719,0,0,6,2,0,8
3,00486,05148,45 31.25094136,-122 30.383122079,0,0,3,0,1,4
3,01506,01001,45 29.538406519,-122 39.34176347899999996,0,0,1,0,0,1
3,00212,01456,45 27.2630484,-122 43.38840376,0,0,1,0,2,3
1,02214,05073,45 29.18412332,-122 35.16962504,0,0,2,1,0,3
6,01617,09902,45 36.20349432,-122 41.28568759999999997,0,0,1,1,0,2
5,00948,05045,45 27.557137799,-122 43.233424119,0,0,1,0,0,1
3,00322,09429,45 33.12918564,-122 40.43490316,0,0,1,0,0,1
1,00113,05092,45 31.32964599000000003,-122 34.8846796000000001,0,0,1,0,2,3
1,00816,05023,45 31.31843308,-122 41.54417371900000006,0,0,4,2,1,7
3,02259,05154,45 31.89611319,-122 30.17642735899999998,0,0,1,0,0,1
1,02658,05046,45 28.45035615899999996,-122 36.555976799,0,0,2,1,1,4
3,00124,05031,45 31.19633763899999998,-122 37.59054196,0,0,1,0,0,1
3,02259,05100,45 31.8560884,-122 33.37079568,0,0,3,4,2,9
3,02407,05035,45 32.160058759,-122 37.42227939899999996,1,0,1,0,0,1
3,00614,05067,45 30.19346471899999997,-122 35.404980799,0,0,1,0,1,2
1,02658,05090,45 28.45296652,-122 34.14026332,0,0,1,1,0,2
1,02261,02402,45 30.337806359,-122 39.427759919,0,0,1,0,0,1
1,00136,05002,45 31.9556211900000001,-122 40.257878199,0,0,1,0,0,1
4,02259,05135,45 31.87277079,-122 31.29567532,0,0,4,2,3,9
1,02309,05005,45 31.048615600000000003,-122 40.43194719899999996,0,0,2,2,1,5
3,02345,05052,45 27.508111559,-122 36.36100727899999995,0,0,2,0,0,2
